date,device,failure,metric1,metric2,metric3,metric4,metric5,metric6,metric7,metric8,metric9
1/1/2015,S1F0AADQ,0,204365424,0,0,0,7,380594,0,0,1
1/1/2015,S1F0AEFT,0,201740416,0,0,0,9,392707,0,0,0
1/1/2015,S1F0B3XA,0,138051992,464,0,3,4,342303,0,0,0
1/1/2015,S1F0B5QJ,0,190272496,21528,0,331,4,257578,8,8,0
1/1/2015,S1F0BN0S,0,164954392,1392,0,0,4,315843,0,0,0
1/1/2015,S1F0BQZK,0,16350056,128,3,6,4,331917,48,48,5
1/1/2015,S1F0BVK1,0,128177168,0,0,0,5,235659,0,0,0
1/1/2015,S1F0BWZ3,0,77946232,0,0,0,7,354416,0,0,2
1/1/2015,S1F0C95J,0,145431032,0,0,0,5,228392,0,0,0
1/1/2015,S1F0CE60,0,116599776,0,0,0,6,213752,0,0,0
1/1/2015,S1F0CSBR,0,117542136,352,0,1,4,303625,0,0,0
1/1/2015,S1F0CSRZ,0,8337728,7448,382,7,4,332141,0,0,1864
1/1/2015,S1F0CT09,0,59979360,104,0,0,4,333880,0,0,0
1/1/2015,S1F0CT4F,0,4308592,0,0,0,4,350244,0,0,0
1/1/2015,S1F0CTDN,0,50147888,528,0,4,9,381198,32,32,3
1/1/2015,S1F0CTDY,0,40804784,192,0,0,4,337518,0,0,0
1/1/2015,S1F0CTRL,0,68179312,800,0,0,4,341208,0,0,1
1/1/2015,S1F0CVDS,0,31652376,0,0,0,4,345198,312,312,0
1/1/2015,S1F0CVRM,0,3131464,520,0,3,4,333128,0,0,0
1/1/2015,S1F0CVWK,0,214520784,1888,0,6,7,350191,0,0,0
1/1/2015,S1F0CVY5,0,149416256,1232,1326,4,5,315962,0,0,898
1/1/2015,S1F0CWHW,0,181849512,368,0,0,4,320211,0,0,9
1/1/2015,S1F0CWKN,0,127130528,0,0,0,4,338123,0,0,0
1/1/2015,S1F0CWXJ,0,126520680,6336,0,1,4,286446,0,0,0
1/1/2015,S1F0DKAN,0,229757712,0,0,0,6,257378,0,0,0
1/1/2015,S1F0DSTY,0,8471680,0,0,0,11,436682,0,0,0
1/1/2015,S1F0E9EP,0,106791400,0,0,0,8,196552,0,0,0
1/1/2015,S1F0EEP2,0,134846800,0,0,0,13,241377,0,0,0
1/1/2015,S1F0EGMT,0,84554144,0,0,0,9,196324,0,0,0
1/1/2015,S1F0EGSH,0,40237712,0,0,0,11,217110,0,0,0
1/1/2015,S1F0F4EB,0,239412320,0,0,0,9,200197,0,0,2
1/1/2015,S1F0F4G4,0,211877800,0,0,0,10,285843,0,0,2
1/1/2015,S1F0FGBQ,0,22235264,0,0,0,9,170595,0,0,0
1/1/2015,S1F0FP0C,0,170455152,0,0,0,9,199551,0,0,0
1/1/2015,S1F0FVBE,0,220310848,0,0,0,14,287997,0,0,0
1/1/2015,S1F0FW8K,0,148364576,0,0,0,92,219483,0,0,0
1/1/2015,S1F0FZ8F,0,131456656,0,0,0,7,196271,0,0,0
1/1/2015,S1F0G0XX,0,199608968,0,0,0,12,286864,0,0,0
1/1/2015,S1F0G9ZF,0,298304,0,0,0,70,220132,0,0,0
1/1/2015,S1F0GCED,0,236579432,0,0,0,8,200873,0,0,0
1/1/2015,S1F0GG8X,0,38395328,1232,0,0,11,187467,0,0,2
1/1/2015,S1F0GGJD,0,729312,0,0,0,62,193739,0,0,0
1/1/2015,S1F0GGPP,0,183315424,0,0,0,9,199329,0,0,0
1/1/2015,S1F0GHJ1,0,42570952,0,0,0,58,220094,0,0,0
1/1/2015,S1F0GJL9,0,54378424,0,0,0,63,222276,0,0,0
1/1/2015,S1F0GJW3,0,118683272,0,0,0,8,201152,0,0,0
1/1/2015,S1F0GKFX,0,107148272,0,0,0,65,223170,0,0,0
1/1/2015,S1F0GKL6,0,234778096,0,0,0,90,221425,0,0,0
1/1/2015,S1F0GPFZ,0,53071760,0,0,0,8,195262,0,0,0
1/1/2015,S1F0GPXY,0,22380768,0,0,0,8,196205,0,0,0
1/1/2015,S1F0GQCL,0,113057752,0,0,0,92,217629,0,0,0
1/1/2015,S1F0GRB1,0,141979144,0,0,0,67,222055,0,0,0
1/1/2015,S1F0GSD9,0,2373368,0,0,0,11,197582,0,0,0
1/1/2015,S1F0GSHB,0,156384480,0,0,0,91,223965,0,0,0
1/1/2015,S1F0GV0W,0,167290904,0,5,6,95,221821,0,0,0
1/1/2015,S1F0H6JG,0,91780872,0,0,0,7,193033,0,0,0
1/1/2015,S1F0H6JJ,0,146195960,0,0,0,32,249911,0,0,2
1/1/2015,S1F0HWXJ,0,167636672,0,0,0,6,208328,0,0,0
1/1/2015,S1F0J5JH,0,58802968,0,0,0,7,200198,0,0,0
1/1/2015,S1F0JD7P,0,17000896,0,0,0,58,224281,0,0,0
1/1/2015,S1F0JGJV,0,95214880,0,0,0,7,195474,0,0,0
1/1/2015,S1F0JMRJ,0,111709616,0,0,0,39,254620,0,0,14
1/1/2015,S1F0KY6R,0,128410712,0,0,0,14,284707,0,0,0
1/1/2015,S1F0KYCR,0,175582800,0,0,0,9,198663,0,0,0
1/1/2015,S1F0KZJJ,0,61131968,0,0,0,36,247392,0,0,0
1/1/2015,S1F0L0DW,0,211717136,0,0,0,7,281947,0,0,0
1/1/2015,S1F0L11K,0,205419560,0,0,0,6,205762,0,0,0
1/1/2015,S1F0LBMG,0,210532624,0,0,0,7,281490,0,0,7
1/1/2015,S1F0LBY2,0,129849824,0,0,0,11,444624,0,0,0
1/1/2015,S1F0LC06,0,216641792,0,0,0,6,206400,0,0,0
1/1/2015,S1F0LCKH,0,195863944,0,0,0,11,448235,0,0,0
1/1/2015,S1F0LCQX,0,41300112,0,0,0,7,280015,0,0,0
1/1/2015,S1F0LCS6,0,166809968,0,0,0,17,219974,0,0,0
1/1/2015,S1F0LCSV,0,120472544,0,0,0,6,179427,0,0,0
1/1/2015,S1F0LCTV,0,215846224,0,0,1,11,447025,0,0,0
1/1/2015,S1F0LCVC,0,180474968,0,0,0,8,205331,0,0,0
1/1/2015,S1F0LD15,0,142117744,0,0,0,6,281773,0,0,0
1/1/2015,S1F0LD2C,0,168591160,0,0,0,12,436503,0,0,0
1/1/2015,S1F0LD73,0,199920328,0,0,0,6,280756,0,0,0
1/1/2015,S1F0LDB5,0,43449600,17408,0,1,15,182232,0,0,4
1/1/2015,S1F0LDED,0,165274944,0,0,0,7,199853,0,0,0
1/1/2015,S1F0LDKM,0,108908712,0,0,0,7,206291,0,0,1
1/1/2015,S1F0LDLW,0,63119808,0,0,0,7,206317,0,0,0
1/1/2015,S1F0LE2X,0,47840256,0,0,26,16,196011,0,0,4
1/1/2015,S1F0LEBM,0,151010312,0,0,0,5,200795,0,0,5
1/1/2015,S1F0LHH2,0,121405080,1056,0,6,8,198678,0,0,0
1/1/2015,S1F0LL2X,0,216903096,0,1,14,6,206545,0,0,2
1/1/2015,S1F0LLKM,0,68189000,0,0,0,11,200435,0,0,4
1/1/2015,S1F0LQDQ,0,156881360,0,0,0,8,202765,0,0,0
1/1/2015,S1F0LR01,0,81021168,0,0,8,9,169543,0,0,0
1/1/2015,S1F0M2PQ,0,225018736,0,0,6,60,223751,0,0,0
1/1/2015,S1F0MBV5,0,129543120,0,0,0,4,341740,0,0,0
1/1/2015,S1F0P1K7,0,138312440,0,0,0,2,242939,0,0,0
1/1/2015,S1F0P2B4,0,23533944,0,0,0,4,249201,0,0,0
1/1/2015,S1F0P3G2,0,48342824,0,0,0,8,241097,0,0,1
1/1/2015,S1F0PEVC,0,156787912,0,0,0,6,215682,0,0,1
1/1/2015,S1F0PF59,0,24736600,0,0,0,6,243870,0,0,0
1/1/2015,S1F0PF5Q,0,54443832,0,0,0,12,244150,0,0,98
1/1/2015,S1F0PG6Z,0,151045488,0,0,20,10,200877,0,0,4
1/1/2015,S1F0PGHQ,0,174166216,0,0,0,6,241256,0,0,0
1/1/2015,S1F0PGZ6,0,124392280,0,0,0,5,243699,0,0,2
1/1/2015,S1F0PJAJ,0,221601392,0,0,0,12,246536,0,0,0
1/1/2015,S1F0PJJW,0,202194456,0,0,0,6,239294,0,0,0
1/1/2015,S1F0PJZP,0,203872952,0,0,0,12,241018,0,0,0
1/1/2015,S1F0PK2J,0,173213656,0,0,0,6,248974,0,0,0
1/1/2015,S1F0PK70,0,13491816,0,0,0,7,212073,0,0,0
1/1/2015,S1F0PL0R,0,81639352,0,0,0,6,220514,0,0,0
1/1/2015,S1F0PL7D,0,121954672,0,0,0,6,240935,0,0,1
1/1/2015,S1F0PLEL,0,224186232,0,0,0,7,217381,0,0,0
1/1/2015,S1F0PXZL,0,172194432,0,0,0,8,380445,0,0,0
1/1/2015,S1F0QF3R,0,87216432,0,0,0,12,200440,0,0,1
1/1/2015,S1F0QWEQ,0,115814816,0,0,0,9,220023,0,0,2
1/1/2015,S1F0QWGA,0,239161152,0,0,0,6,201423,0,0,0
1/1/2015,S1F0QWGD,0,29108992,0,0,0,17,219413,0,0,2
1/1/2015,S1F0QWPP,0,9983976,0,0,0,8,191439,0,0,0
1/1/2015,S1F0QWV6,0,26328712,0,0,9,8,185511,0,0,1
1/1/2015,S1F0QWWF,0,177648608,0,0,0,6,219810,0,0,0
1/1/2015,S1F0QWYG,0,183009864,0,0,0,6,196719,0,0,0
1/1/2015,S1F0QWZP,0,165690112,0,0,0,12,201601,0,0,2
1/1/2015,S1F0QX41,0,156719232,0,0,0,17,220399,0,0,0
1/1/2015,S1F0QX4C,0,155578104,0,0,0,12,186429,0,0,0
1/1/2015,S1F0QXCB,0,232321216,0,0,6,8,201507,0,0,1
1/1/2015,S1F0QXDD,0,137279848,0,0,0,8,188222,0,0,0
1/1/2015,S1F0QXDQ,0,217184136,0,0,0,6,190378,0,0,0
1/1/2015,S1F0QXM0,0,144456576,0,0,0,9,175469,0,0,0
1/1/2015,S1F0QXNB,0,19363776,0,0,0,16,220025,0,0,2
1/1/2015,S1F0QXRG,0,182117472,0,0,15,12,163552,0,0,0
1/1/2015,S1F0QXTJ,0,98523584,0,0,0,17,217890,0,0,0
1/1/2015,S1F0QXVD,0,35870128,0,0,0,6,217610,0,0,0
1/1/2015,S1F0QXXH,0,29726472,0,0,0,13,216071,0,0,0
1/1/2015,S1F0QXYA,0,218318296,0,2,0,13,186514,0,0,2794
1/1/2015,S1F0QXZS,0,199126528,0,0,13,9,191274,0,0,0
1/1/2015,S1F0QY05,0,134076008,0,0,2,10,220123,0,0,0
1/1/2015,S1F0QY0Q,0,241721712,0,0,0,5,209517,0,0,6
1/1/2015,S1F0QY11,0,10684704,0,0,9,7,207615,16,16,0
1/1/2015,S1F0QY1C,0,91742664,0,5,0,11,248836,0,0,2
1/1/2015,S1F0QY71,0,96821064,0,0,0,13,216397,0,0,0
1/1/2015,S1F0QY8S,0,30685944,0,0,0,11,191625,0,0,0
1/1/2015,S1F0QYBJ,0,32919128,0,0,0,8,197503,0,0,0
1/1/2015,S1F0QYJX,0,26388160,0,2,0,5,248589,0,0,1
1/1/2015,S1F0QYLA,0,167760320,0,1,0,5,240983,0,0,0
1/1/2015,S1F0QYMX,0,93625680,0,0,0,5,248423,0,0,5
1/1/2015,S1F0QYND,0,62045856,1160,0,17,6,248283,0,0,2
1/1/2015,S1F0QYPA,0,30858600,0,0,0,8,185632,0,0,0
1/1/2015,S1F0QYRB,0,238486208,0,0,6,10,211587,0,0,0
1/1/2015,S1F0QYRS,0,126314952,0,0,0,11,218626,0,0,4
1/1/2015,S1F0QYX3,0,208057056,0,0,0,16,219577,0,0,3
1/1/2015,S1F0QYX4,0,23849392,0,0,0,8,189751,0,0,1
1/1/2015,S1F0QYYB,0,201857416,0,0,0,11,244977,0,0,0
1/1/2015,S1F0QZ0P,0,78973104,0,0,1,16,217411,6,6,1
1/1/2015,S1F0QZSF,0,38293784,0,0,0,9,190676,0,0,0
1/1/2015,S1F0QZXV,0,172431104,0,0,0,7,201766,0,0,0
1/1/2015,S1F0QZYJ,0,169070552,0,0,0,11,248480,0,0,0
1/1/2015,S1F0R0JT,0,51563264,0,0,0,17,218640,0,0,0
1/1/2015,S1F0R0PX,0,4041152,0,0,0,12,216303,0,0,0
1/1/2015,S1F0R12B,0,113161400,0,0,0,6,215453,0,0,0
1/1/2015,S1F0R12Y,0,214843976,0,0,0,9,218320,0,0,1
1/1/2015,S1F0R15Y,0,102455016,0,0,0,6,220307,0,0,0
1/1/2015,S1F0R1GK,0,214204560,0,0,0,17,217588,0,0,0
1/1/2015,S1F0R20R,0,142192576,0,0,0,10,218252,0,0,0
1/1/2015,S1F0R2CW,0,44275160,0,0,0,9,219881,0,0,0
1/1/2015,S1F0R2KW,0,177924640,0,0,0,8,217447,0,0,0
1/1/2015,S1F0R2RJ,0,149103312,0,0,0,9,184664,0,0,0
1/1/2015,S1F0R2S6,0,237004056,0,0,0,8,189307,0,0,5
1/1/2015,S1F0R2SV,0,22472720,0,0,0,13,217823,0,0,1
1/1/2015,S1F0R2VP,0,86072160,0,0,0,12,220900,0,0,0
1/1/2015,S1F0R2VR,0,144964112,0,0,0,6,190174,0,0,0
1/1/2015,S1F0R37Q,0,89922656,0,0,0,7,188654,0,0,4
1/1/2015,S1F0R3FB,0,115946832,0,0,12,6,219725,0,0,0
1/1/2015,S1F0R3JV,0,212851856,0,0,0,6,200292,0,0,0
1/1/2015,S1F0R3LG,0,206216632,0,0,0,6,215753,0,0,0
1/1/2015,S1F0R3N9,0,110363088,0,0,6,16,219047,0,0,0
1/1/2015,S1F0R4JP,0,209839208,0,0,0,16,209646,0,0,0
1/1/2015,S1F0R4JY,0,55982144,0,0,0,7,388778,0,0,0
1/1/2015,S1F0R4Q8,0,88768680,0,0,0,6,196576,0,0,0
1/1/2015,S1F0R4YC,0,111512096,0,0,27,11,216368,0,0,0
1/1/2015,S1F0RG6V,0,218160168,0,0,0,8,186469,0,0,0
1/1/2015,S1F0RKT7,0,233898336,0,0,0,9,334400,0,0,13
1/1/2015,S1F0RM77,0,116885712,0,0,0,11,199046,0,0,0
1/1/2015,S1F0RQLR,0,162608736,0,0,0,7,243063,0,0,0
1/1/2015,S1F0RR0C,0,185880024,0,0,0,12,312015,0,0,0
1/1/2015,S1F0RR2E,0,130143688,0,0,0,8,247052,0,0,0
1/1/2015,S1F0RR35,0,194760840,136,0,0,12,262938,0,0,0
1/1/2015,S1F0RR5M,0,114539208,0,0,6,10,193540,0,0,0
1/1/2015,S1F0RR69,0,149775208,0,0,6,10,327793,0,0,0
1/1/2015,S1F0RR7L,0,187633224,0,0,0,13,242528,0,0,0
1/1/2015,S1F0RRB1,0,5230888,2288,0,37,8,39267,24,24,1
1/1/2015,S1F0RRDW,0,231173024,0,0,0,8,244580,0,0,0
1/1/2015,S1F0RREN,0,50458400,0,0,0,11,198649,0,0,1
1/1/2015,S1F0RRXY,0,186368056,0,0,0,6,385044,0,0,0
1/1/2015,S1F0RS3B,0,210389736,0,0,0,7,246156,0,0,0
1/1/2015,S1F0RS72,0,236979776,0,0,0,8,261930,0,0,15
1/1/2015,S1F0RS81,0,112575408,0,0,0,13,246111,0,0,0
1/1/2015,S1F0RSDT,0,44926784,0,0,0,8,194458,0,0,3
1/1/2015,S1F0RSER,0,177948000,0,0,0,7,297599,0,0,0
1/1/2015,S1F0RSFT,0,116685824,0,0,0,12,179065,0,0,0
1/1/2015,S1F0RSG7,0,18876760,0,406,0,12,303792,0,0,2637
1/1/2015,S1F0RSML,0,161981144,0,0,0,13,383682,0,0,0
1/1/2015,S1F0RSMR,0,187173072,0,0,0,9,242917,0,0,26
1/1/2015,S1F0RSWJ,0,88896736,0,0,0,12,247964,0,0,0
1/1/2015,S1F0RSXC,0,198574248,0,0,0,8,141203,0,0,1
1/1/2015,S1F0RSZP,0,83001592,0,0,0,13,244022,0,0,0
1/1/2015,S1F0RSZZ,0,14208288,0,0,0,12,194618,0,0,0
1/1/2015,S1F0RTQV,0,162237912,0,0,0,10,388954,0,0,0
1/1/2015,S1F0RV6Z,0,135874632,0,0,0,7,385271,0,0,0
1/1/2015,S1F0RVG8,0,204393912,0,0,6,6,297123,0,0,8
1/1/2015,S1F0RVVR,0,172280032,0,0,0,7,180778,0,0,0
1/1/2015,S1F0S02A,0,49170880,0,0,0,7,244565,0,0,0
1/1/2015,S1F0S0NC,0,148908960,0,0,0,7,193019,0,0,2
1/1/2015,S1F0S1QK,0,183166568,0,0,0,7,384650,0,0,2
1/1/2015,S1F0S2WJ,0,91505920,1184,0,0,14,243951,8,8,0
1/1/2015,S1F0S30R,0,11914784,0,0,0,13,236817,0,0,0
1/1/2015,S1F0S33G,0,117494640,32,0,6,11,173444,0,0,7
1/1/2015,S1F0S34C,0,27615232,0,1331,0,13,199569,0,0,34
1/1/2015,S1F0S34Q,0,211989544,64728,0,10,13,195735,8,8,0
1/1/2015,S1F0S351,0,229375968,0,0,0,8,247171,0,0,0
1/1/2015,S1F0S363,0,220638992,0,0,0,11,387198,0,0,0
1/1/2015,S1F0S382,0,200558600,0,0,0,13,243131,0,0,0
1/1/2015,S1F0S387,0,181732808,0,2,0,12,243175,0,0,34
1/1/2015,S1F0S3A3,0,148319888,0,0,0,6,191243,0,0,1
1/1/2015,S1F0S3CR,0,194400080,0,0,0,7,382323,0,0,0
1/1/2015,S1F0S3DF,0,92433864,0,0,0,8,190882,0,0,2
1/1/2015,S1F0S454,0,103009368,0,0,0,6,383967,0,0,0
1/1/2015,S1F0S49E,0,118734296,0,0,0,8,243546,0,0,0
1/1/2015,S1F0S4CA,0,237105944,712,0,69,12,187913,0,0,0
1/1/2015,S1F0S4EG,0,23890952,0,0,0,6,236710,0,0,0
1/1/2015,S1F0S4G4,0,141861104,0,0,0,7,192396,0,0,0
1/1/2015,S1F0S4GB,0,231317352,0,0,0,6,383380,0,0,0
1/1/2015,S1F0S4MG,0,183233752,0,0,0,13,239664,0,0,0
1/1/2015,S1F0S4QZ,0,99709176,0,0,0,7,331634,0,0,0
1/1/2015,S1F0S4T6,0,71165536,0,0,0,9,243531,0,0,0
1/1/2015,S1F0S4WV,0,145514928,0,0,0,10,193835,0,0,0
1/1/2015,S1F0S4Y9,0,182406472,0,0,76,10,184060,16,16,0
1/1/2015,S1F0S517,0,74907720,0,0,0,8,214914,0,0,0
1/1/2015,S1F0S52H,0,238757760,0,0,0,12,262049,0,0,0
1/1/2015,S1F0S537,0,57938952,0,0,0,8,246988,0,0,1
1/1/2015,S1F0S561,0,175443328,0,0,0,13,237580,0,0,0
1/1/2015,S1F0S57T,0,2412256,0,0,0,7,244766,0,0,0
1/1/2015,S1F0S58D,0,54499064,0,0,0,12,197975,0,0,0
1/1/2015,S1F0S5B2,0,45360768,0,0,0,8,296931,0,0,1
1/1/2015,S1F0S5CE,0,218357112,0,0,0,9,261980,0,0,0
1/1/2015,S1F0S5E9,0,34757536,0,0,0,14,243995,0,0,0
1/1/2015,S1F0S5F0,0,213196216,0,0,0,12,243638,0,0,0
1/1/2015,S1F0S5LP,0,3938344,0,21,6,8,246257,0,0,1
1/1/2015,S1F0S5NE,0,56204560,0,0,2,7,302247,0,0,0
1/1/2015,S1F0S5SR,0,157366080,0,0,6,7,211825,0,0,1
1/1/2015,S1F0S5VX,0,59159008,0,0,0,8,190810,0,0,1
1/1/2015,S1F0S5WJ,0,112948064,0,0,0,8,141568,0,0,3
1/1/2015,S1F0S5YZ,0,33686696,0,208,0,9,237000,0,0,25
1/1/2015,S1F0S613,0,9592272,0,0,0,9,193505,0,0,0
1/1/2015,S1F0S62V,0,192776152,0,0,0,8,385663,0,0,4
1/1/2015,S1F0S62Z,0,230440256,0,0,0,11,388823,0,0,1
1/1/2015,S1F0S63A,0,41210152,0,0,0,6,221993,0,0,233
1/1/2015,S1F0S649,0,99189504,0,0,0,11,243961,0,0,0
1/1/2015,S1F0S65X,0,96429872,0,0,0,8,243166,0,0,0
1/1/2015,S1F0S66R,0,183583176,0,0,0,13,237283,0,0,0
1/1/2015,S1F0S68M,0,205042496,0,0,0,11,199589,0,0,0
1/1/2015,S1F0S6AB,0,166668776,0,0,0,14,245002,0,0,0
1/1/2015,S1F0S6B7,0,55485032,0,0,0,11,192272,0,0,0
1/1/2015,S1F0S6EY,0,158719576,0,0,0,11,262163,0,0,8
1/1/2015,S1F0S6FZ,0,85625416,0,220,0,8,242787,0,0,24
1/1/2015,S1F0S6GZ,0,76974936,0,0,0,12,244034,0,0,0
1/1/2015,S1F0S6HH,0,239359712,0,0,0,8,296290,0,0,0
1/1/2015,S1F0S6L1,0,33848440,0,0,0,7,382888,0,0,0
1/1/2015,S1F0S6VR,0,129768968,0,0,0,7,236525,0,0,0
1/1/2015,S1F0S70T,0,110519536,0,0,0,9,244613,0,0,0
1/1/2015,S1F0S7B7,0,123240752,0,0,0,13,300779,0,0,0
1/1/2015,S1F0S7DN,0,96918904,0,0,0,8,297836,0,0,0
1/1/2015,S1F0SAB1,0,150400544,0,0,0,13,217076,0,0,0
1/1/2015,S1F0SAB3,0,92509456,0,0,0,9,190541,0,0,1
1/1/2015,S1F0SAC1,0,131848624,0,0,0,6,191688,0,0,2
1/1/2015,S1F0SBBW,0,22643312,0,0,0,10,190570,0,0,0
1/1/2015,S1F0SBCL,0,33718904,0,0,0,12,190251,0,0,0
1/1/2015,S1F0SBF5,0,162677928,0,0,0,6,200376,0,0,0
1/1/2015,S1F0SBHA,0,179106792,0,0,0,12,240857,0,0,1
1/1/2015,S1F0SBJA,0,181879600,0,0,0,11,241191,0,0,0
1/1/2015,S1F0SBLG,0,125204000,0,0,0,7,191935,0,0,0
1/1/2015,S1F0SBXC,0,63584856,0,0,0,17,219794,0,0,0
1/1/2015,S1F0SC17,0,77129528,0,0,0,12,215543,0,0,0
1/1/2015,S1F0SCHE,0,187728320,0,0,0,6,190935,0,0,3
1/1/2015,S1F0SCPM,0,49037456,0,0,0,7,196789,0,0,2
1/1/2015,S1F0SCT6,0,86604728,0,0,6,16,219685,0,0,0
1/1/2015,S1F0T1AC,0,159022840,7024,0,24,9,235981,0,0,0
1/1/2015,S1F0T1BB,0,52430088,0,0,0,8,300884,0,0,0
1/1/2015,S1F0T1K8,0,8786904,0,1,0,7,247591,0,0,7
1/1/2015,S1F0T22E,0,33551984,0,0,0,11,380986,0,0,0
1/1/2015,S1F0T24J,0,4781256,0,0,0,12,209721,0,0,0
1/1/2015,S1F0T29K,0,101404624,0,0,0,7,257710,0,0,0
1/1/2015,S1F0T2FN,0,141735040,0,0,0,8,244389,0,0,0
1/1/2015,S1F0T2LA,0,160992856,424,0,1,10,247498,0,0,0
1/1/2015,S1F0TBK9,0,184935888,0,0,0,13,246889,0,0,0
1/1/2015,S1F0TCGQ,0,160862040,0,0,0,8,234943,0,0,21
1/1/2015,S1F0TD9A,0,57089456,0,0,0,11,258849,0,0,0
1/1/2015,S1F0TKSC,0,211072752,0,0,0,8,383457,0,0,4
1/1/2015,S1F0TKW7,0,106913160,0,0,0,12,246431,0,0,0
1/1/2015,S1F0TMLM,0,232306168,0,0,0,9,382621,0,0,0
1/1/2015,S1F0TMRF,0,193818416,0,0,0,11,246088,0,0,0
1/1/2015,S1F0TN84,0,24408880,0,0,0,7,387765,0,0,0
1/1/2015,S1F0TNAB,0,215458768,0,0,0,9,381658,0,0,1
1/1/2015,S1F0TND9,0,136269808,0,0,0,7,389189,0,0,0
1/1/2015,S1F0TNNA,0,97601824,0,0,0,8,387806,0,0,0
1/1/2015,S1F0TNSA,0,135128104,0,0,0,11,245385,0,0,0
1/1/2015,S1F0TNW4,0,47212376,0,0,0,10,239884,0,0,0
1/1/2015,S1F0TNYF,0,136505896,0,0,0,9,380944,0,0,0
1/1/2015,S1F0TP5E,0,235271816,0,2693,0,10,264086,0,0,2522
1/1/2015,S1F0TP6E,0,239330064,0,1,0,7,304258,0,0,241
1/1/2015,S1F0TP75,0,91205960,0,0,0,10,194393,0,0,0
1/1/2015,S1F0TP82,0,195799720,0,0,0,8,239097,0,0,0
1/1/2015,S1F0TP8F,0,132854552,0,0,0,12,304223,0,0,8
